mission_number,set_number,species_code,id,catch,size_class,basket_wt_kg,sampled,creation_date,last_modified_date,catch_id
CJC-2021-222,56,304,1580,Moustache sculpin (304) from Set 56 (CJC-2021-222),1,0.106,True,2021-09-11 16:19:27.985000+00:00,2021-09-11 16:19:27.985000+00:00,1322
CJC-2021-222,56,340,1581,Alligatorfish (340) from Set 56 (CJC-2021-222),1,0.015,True,2021-09-11 16:19:40.433000+00:00,2021-09-11 16:19:40.433000+00:00,1323
CJC-2021-222,56,350,1575,Atlantic poacher (350) from Set 56 (CJC-2021-222),1,0.008,True,2021-09-11 16:16:38.937000+00:00,2021-09-11 16:16:38.937000+00:00,1317
CJC-2021-222,56,501,1570,Lumpfish (501) from Set 56 (CJC-2021-222),1,0.426,True,2021-09-11 16:15:12.592000+00:00,2021-09-11 16:15:12.593000+00:00,1313
CJC-2021-222,56,623,1577,Daubed shanny (623) from Set 56 (CJC-2021-222),1,0.01,True,2021-09-11 16:18:00.057000+00:00,2021-09-11 16:32:59.605000+00:00,1319
CJC-2021-222,56,632,1578,Stout eelblenny (632) from Set 56 (CJC-2021-222),1,0.022,True,2021-09-11 16:18:23.376000+00:00,2021-09-11 16:18:42.359000+00:00,1320
CJC-2021-222,56,1810,1588,Tunicate unidentified (1810) from Set 56 (CJC-2021-222),1,0.05,False,2021-09-11 16:24:16.820000+00:00,2021-09-11 16:24:16.820000+00:00,1330
CJC-2021-222,56,1823,1595,Sea potato (1823) from Set 56 (CJC-2021-222),1,0.036,False,2021-09-11 16:27:26.473000+00:00,2021-09-11 16:27:26.473000+00:00,1337
CJC-2021-222,56,2100,1583,Decapod unidentified (2100) from Set 56 (CJC-2021-222),1,1.363,False,2021-09-11 16:20:06.896000+00:00,2021-09-11 16:20:06.896000+00:00,1325
CJC-2021-222,56,2521,1571,Arctic Lyre Crab/Lesser toad crab (2521) from Set 56 (CJC-2021-222),1,0.06,True,2021-09-11 16:15:28.705000+00:00,2021-09-11 16:15:28.705000+00:00,1314
CJC-2021-222,56,2526,1562,Snow crab (2526) from Set 56 (CJC-2021-222),1,6.62,True,2021-09-11 16:11:10.301000+00:00,2021-09-11 16:11:10.301000+00:00,1307
CJC-2021-222,56,2561,1589,Right handed hermit crab unidentified (2561) from Set 56 (CJC-2021-222),1,0.003,False,2021-09-11 16:24:27.238000+00:00,2021-09-11 16:24:27.238000+00:00,1331
CJC-2021-222,56,4221,1591,Northern moonsnail (4221) from Set 56 (CJC-2021-222),1,0.013,False,2021-09-11 16:25:52.918000+00:00,2021-09-11 16:25:52.918000+00:00,1333
CJC-2021-222,56,4342,1586,Iceland cockle (4342) from Set 56 (CJC-2021-222),1,0.059,False,2021-09-11 16:22:47.287000+00:00,2021-09-11 16:22:47.287000+00:00,1328
CJC-2021-222,56,4348,1587,Mollusc unidentified empty (4348) from Set 56 (CJC-2021-222),1,0.024,False,2021-09-11 16:23:52.709000+00:00,2021-09-11 16:23:52.709000+00:00,1329
CJC-2021-222,56,6119,1585,Fat blood star (6119) from Set 56 (CJC-2021-222),1,0.098,False,2021-09-11 16:22:23.397000+00:00,2021-09-11 16:22:23.397000+00:00,1327
CJC-2021-222,56,8208,1576,Sea anemones unidentified (8208) from Set 56 (CJC-2021-222),1,0.231,False,2021-09-11 16:17:25.665000+00:00,2021-09-11 16:17:25.665000+00:00,1318
CJC-2021-222,56,8324,1592,Sea strawberry coral (8324) from Set 56 (CJC-2021-222),1,0.023,False,2021-09-11 16:26:09.242000+00:00,2021-09-11 16:26:09.242000+00:00,1334
CJC-2021-222,56,8336,1590,Dead man's fingers (8336) from Set 56 (CJC-2021-222),1,5.18,False,2021-09-11 16:25:23.333000+00:00,2021-09-11 16:25:23.334000+00:00,1332
CJC-2021-222,56,8500,1579,Jellyfish unidentified (8500) from Set 56 (CJC-2021-222),1,0.191,False,2021-09-11 16:19:03.908000+00:00,2021-09-11 16:19:03.908000+00:00,1321
CJC-2021-222,56,8613,1594,Fig sponge (8613) from Set 56 (CJC-2021-222),1,0.092,False,2021-09-11 16:26:55.718000+00:00,2021-09-11 16:26:55.718000+00:00,1336
CJC-2021-222,56,8627,1593,Cladocroce spatula (8627) from Set 56 (CJC-2021-222),1,0.021,False,2021-09-11 16:26:36.553000+00:00,2021-09-11 16:26:36.553000+00:00,1335
CJC-2021-222,56,9200,1568,Stones/Rocks (9200) from Set 56 (CJC-2021-222),1,0.311,False,2021-09-11 16:14:38.146000+00:00,2021-09-11 16:14:38.146000+00:00,1311
CJC-2021-222,56,9300,1566,Seaweed/Algae/Kelp unidentified (9300) from Set 56 (CJC-2021-222),1,0.394,False,2021-09-11 16:13:59.620000+00:00,2021-09-11 16:13:59.620000+00:00,1309
CJC-2021-222,56,9630,1574,Organic debris (9630) from Set 56 (CJC-2021-222),1,0.521,False,2021-09-11 16:16:08.237000+00:00,2021-09-11 16:16:08.237000+00:00,1316
CJC-2021-222,57,10,1597,Atlantic cod (10) from Set 57 (CJC-2021-222),1,6.59,True,2021-09-11 18:46:59.789000+00:00,2021-09-11 18:46:59.789000+00:00,1339
CJC-2021-222,57,23,1600,Redfish unidentified (23) from Set 57 (CJC-2021-222),1,0.236,True,2021-09-11 18:48:21.931000+00:00,2021-09-11 18:48:21.931000+00:00,1342
CJC-2021-222,57,40,1603,American plaice (40) from Set 57 (CJC-2021-222),1,1.584,True,2021-09-11 18:49:17.703000+00:00,2021-09-11 18:49:17.703000+00:00,1345
CJC-2021-222,57,42,1602,Yellowtail flounder (42) from Set 57 (CJC-2021-222),1,0.642,True,2021-09-11 18:49:04.361000+00:00,2021-09-11 18:49:04.361000+00:00,1344
CJC-2021-222,57,43,1608,Winter flounder (43) from Set 57 (CJC-2021-222),1,0.044,True,2021-09-11 18:51:54.091000+00:00,2021-09-11 18:59:45.035000+00:00,1361
CJC-2021-222,57,251,1623,Gadidae unidentified (251) from Set 57 (CJC-2021-222),1,0.052,True,2021-09-11 19:02:14.236000+00:00,2021-09-11 19:12:08.870000+00:00,1365
CJC-2021-222,57,302,1612,Arctic staghorn sculpin (302) from Set 57 (CJC-2021-222),1,0.066,True,2021-09-11 18:55:17.405000+00:00,2021-09-11 18:55:17.405000+00:00,1354
CJC-2021-222,57,340,1611,Alligatorfish (340) from Set 57 (CJC-2021-222),1,0.058,True,2021-09-11 18:54:06.135000+00:00,2021-09-11 18:54:06.135000+00:00,1353
CJC-2021-222,57,350,1614,Atlantic poacher (350) from Set 57 (CJC-2021-222),1,0.042,True,2021-09-11 18:56:26.476000+00:00,2021-09-11 18:56:26.476000+00:00,1356
CJC-2021-222,57,502,1609,Atlantic spiny lumpsucker (502) from Set 57 (CJC-2021-222),1,0.016,True,2021-09-11 18:52:22.108000+00:00,2021-09-11 19:14:30.332000+00:00,1351
CJC-2021-222,57,626,1601,Fourline snakeblenny (626) from Set 57 (CJC-2021-222),1,0.078,True,2021-09-11 18:48:38.512000+00:00,2021-09-11 18:48:38.512000+00:00,1343
CJC-2021-222,57,880,1613,Atlantic hookear sculpin (880) from Set 57 (CJC-2021-222),1,0.0015,True,2021-09-11 18:55:54.341000+00:00,2021-09-11 18:55:54.341000+00:00,1355
CJC-2021-222,57,1810,1615,Tunicate unidentified (1810) from Set 57 (CJC-2021-222),1,0.002,False,2021-09-11 18:56:53.134000+00:00,2021-09-11 18:56:53.134000+00:00,1357
CJC-2021-222,57,1823,1599,Sea potato (1823) from Set 57 (CJC-2021-222),1,1.974,False,2021-09-11 18:48:07.546000+00:00,2021-09-11 18:48:07.546000+00:00,1341
CJC-2021-222,57,1900,1610,Bryozoan unidentified (1900) from Set 57 (CJC-2021-222),1,0.0015,False,2021-09-11 18:53:13.660000+00:00,2021-09-11 18:53:13.660000+00:00,1352
CJC-2021-222,57,2100,1604,Decapod unidentified (2100) from Set 57 (CJC-2021-222),1,1.446,False,2021-09-11 18:49:35.256000+00:00,2021-09-11 18:49:35.256000+00:00,1346
CJC-2021-222,57,2521,1625,Arctic Lyre Crab/Lesser toad crab (2521) from Set 57 (CJC-2021-222),1,0.088,True,2021-09-11 19:02:59.151000+00:00,2021-09-11 19:02:59.151000+00:00,1367
CJC-2021-222,57,2527,1624,Atlantic lyre crab/Greater toad crab (2527) from Set 57 (CJC-2021-222),1,0.362,True,2021-09-11 19:02:50.049000+00:00,2021-09-11 19:02:50.049000+00:00,1366
CJC-2021-222,57,3100,1622,Bristle worm unidentified (3100) from Set 57 (CJC-2021-222),1,0.002,False,2021-09-11 19:01:57.740000+00:00,2021-09-11 19:01:57.740000+00:00,1364
CJC-2021-222,57,4348,1607,Mollusc unidentified empty (4348) from Set 57 (CJC-2021-222),1,0.01,False,2021-09-11 18:51:22.118000+00:00,2021-09-11 18:51:22.118000+00:00,1349
CJC-2021-222,57,4711,1621,Amicula vestita (4711) from Set 57 (CJC-2021-222),1,0.002,False,2021-09-11 19:01:19.121000+00:00,2021-09-11 19:01:19.121000+00:00,1363
CJC-2021-222,57,6119,1628,Fat blood star (6119) from Set 57 (CJC-2021-222),1,0.022,False,2021-09-11 19:06:06.025000+00:00,2021-09-11 19:06:06.025000+00:00,1369
CJC-2021-222,57,6123,1626,Red spiny sunstar (6123) from Set 57 (CJC-2021-222),1,0.07,False,2021-09-11 19:05:13.992000+00:00,2021-09-11 19:05:13.992000+00:00,1368
CJC-2021-222,57,6125,1629,Winged sea star (6125) from Set 57 (CJC-2021-222),1,0.01,False,2021-09-11 19:06:38.817000+00:00,2021-09-11 19:06:38.817000+00:00,1370
CJC-2021-222,57,6211,1630,Daisy brittle star (6211) from Set 57 (CJC-2021-222),1,0.01,False,2021-09-11 19:07:18.349000+00:00,2021-09-11 19:07:18.349000+00:00,1371
CJC-2021-222,57,6400,1598,Sea urchin unidentified (6400) from Set 57 (CJC-2021-222),1,0.938,False,2021-09-11 18:47:40.273000+00:00,2021-09-11 18:47:40.273000+00:00,1340
CJC-2021-222,57,8208,1605,Sea anemones unidentified (8208) from Set 57 (CJC-2021-222),1,0.056,False,2021-09-11 18:50:21.170000+00:00,2021-09-11 18:50:21.170000+00:00,1347
CJC-2021-222,57,8336,1606,Dead man's fingers (8336) from Set 57 (CJC-2021-222),1,0.202,False,2021-09-11 18:50:52.190000+00:00,2021-09-11 18:50:52.190000+00:00,1348
CJC-2021-222,57,8600,1616,Sponge unidentified (8600) from Set 57 (CJC-2021-222),1,0.036,False,2021-09-11 18:58:53.424000+00:00,2021-09-11 18:58:53.424000+00:00,1358
CJC-2021-222,57,8600,1617,Sponge unidentified (8600) from Set 57 (CJC-2021-222),1,0.14,False,2021-09-11 18:59:12.763000+00:00,2021-09-11 18:59:12.763000+00:00,1358
CJC-2021-222,57,9200,1619,Stones/Rocks (9200) from Set 57 (CJC-2021-222),1,0.084,False,2021-09-11 18:59:48.365000+00:00,2021-09-11 18:59:48.365000+00:00,1360
CJC-2021-222,57,9300,1620,Seaweed/Algae/Kelp unidentified (9300) from Set 57 (CJC-2021-222),1,0.03,False,2021-09-11 19:00:08.524000+00:00,2021-09-11 19:00:08.524000+00:00,1362
CJC-2021-222,57,9630,1618,Organic debris (9630) from Set 57 (CJC-2021-222),1,0.162,False,2021-09-11 18:59:31.178000+00:00,2021-09-11 18:59:31.178000+00:00,1359
CJC-2021-222,58,10,1647,Atlantic cod (10) from Set 58 (CJC-2021-222),1,1.678,True,2021-09-12 01:30:21.077000+00:00,2021-09-12 01:30:21.077000+00:00,1386
CJC-2021-222,58,23,1644,Redfish unidentified (23) from Set 58 (CJC-2021-222),1,0.136,True,2021-09-12 01:29:19.056000+00:00,2021-09-12 01:29:19.056000+00:00,1383
CJC-2021-222,58,40,1637,American plaice (40) from Set 58 (CJC-2021-222),1,15.14,True,2021-09-12 01:27:15.501000+00:00,2021-09-12 01:27:15.501000+00:00,1376
CJC-2021-222,58,40,1635,American plaice (40) from Set 58 (CJC-2021-222),1,16.4,False,2021-09-12 01:26:59.560000+00:00,2021-09-12 01:26:59.560000+00:00,1376
CJC-2021-222,58,40,1636,American plaice (40) from Set 58 (CJC-2021-222),1,22.14,False,2021-09-12 01:27:06.029000+00:00,2021-09-12 01:27:06.029000+00:00,1376
CJC-2021-222,58,42,1646,Yellowtail flounder (42) from Set 58 (CJC-2021-222),1,0.958,True,2021-09-12 01:30:03.160000+00:00,2021-09-12 01:30:03.160000+00:00,1385
CJC-2021-222,58,60,1666,Atlantic herring (60) from Set 58 (CJC-2021-222),1,0.224,True,2021-09-12 01:41:10.214000+00:00,2021-09-12 01:41:10.214000+00:00,1405
CJC-2021-222,58,64,1632,Capelin (64) from Set 58 (CJC-2021-222),1,1.418,True,2021-09-12 01:24:44.724000+00:00,2021-09-12 01:24:44.724000+00:00,1373
CJC-2021-222,58,64,1631,Capelin (64) from Set 58 (CJC-2021-222),1,22.83,False,2021-09-12 01:24:10.773000+00:00,2021-09-12 01:24:10.773000+00:00,1373
CJC-2021-222,58,70,1665,Atlantic mackerel (70) from Set 58 (CJC-2021-222),1,0.12,True,2021-09-12 01:40:56.706000+00:00,2021-09-12 01:40:56.706000+00:00,1404
CJC-2021-222,58,251,1643,Gadidae unidentified (251) from Set 58 (CJC-2021-222),1,0.04,True,2021-09-12 01:29:04.383000+00:00,2021-09-12 01:38:36.987000+00:00,1382
CJC-2021-222,58,302,1634,Arctic staghorn sculpin (302) from Set 58 (CJC-2021-222),1,0.282,True,2021-09-12 01:26:39.854000+00:00,2021-09-12 01:26:39.854000+00:00,1375
CJC-2021-222,58,304,1662,Moustache sculpin (304) from Set 58 (CJC-2021-222),1,0.048,True,2021-09-12 01:39:01.245000+00:00,2021-09-12 01:39:01.245000+00:00,1401
CJC-2021-222,58,340,1659,Alligatorfish (340) from Set 58 (CJC-2021-222),1,0.024,True,2021-09-12 01:37:21.368000+00:00,2021-09-12 01:37:21.368000+00:00,1398
CJC-2021-222,58,341,1661,Arctic alligatorfish (341) from Set 58 (CJC-2021-222),1,0.01,True,2021-09-12 01:37:54.486000+00:00,2021-09-12 01:37:54.486000+00:00,1400
CJC-2021-222,58,350,1660,Atlantic poacher (350) from Set 58 (CJC-2021-222),1,0.032,True,2021-09-12 01:37:42.229000+00:00,2021-09-12 01:37:42.229000+00:00,1399
CJC-2021-222,58,502,1664,Atlantic spiny lumpsucker (502) from Set 58 (CJC-2021-222),1,0.003,True,2021-09-12 01:40:22.109000+00:00,2021-09-12 01:40:22.109000+00:00,1403
CJC-2021-222,58,620,1671,Laval's eelpout (620) from Set 58 (CJC-2021-222),1,1.518,True,2021-09-12 01:44:49.929000+00:00,2021-09-12 01:44:49.929000+00:00,1410
CJC-2021-222,58,626,1657,Fourline snakeblenny (626) from Set 58 (CJC-2021-222),1,0.592,True,2021-09-12 01:36:40.213000+00:00,2021-09-12 01:36:40.214000+00:00,1396
CJC-2021-222,58,647,1672,Vahl's eelpout (647) from Set 58 (CJC-2021-222),1,0.61,True,2021-09-12 01:45:14.198000+00:00,2021-09-12 01:45:14.198000+00:00,1411
CJC-2021-222,58,1810,1663,Tunicate unidentified (1810) from Set 58 (CJC-2021-222),1,0.004,False,2021-09-12 01:39:18.990000+00:00,2021-09-12 01:39:18.990000+00:00,1402
CJC-2021-222,58,1823,1656,Sea potato (1823) from Set 58 (CJC-2021-222),1,0.632,False,2021-09-12 01:36:19.366000+00:00,2021-09-12 01:36:19.366000+00:00,1395
CJC-2021-222,58,1900,1654,Bryozoan unidentified (1900) from Set 58 (CJC-2021-222),1,0.0015,False,2021-09-12 01:34:46.653000+00:00,2021-09-12 01:34:46.653000+00:00,1393
CJC-2021-222,58,2100,1639,Decapod unidentified (2100) from Set 58 (CJC-2021-222),1,10.71,False,2021-09-12 01:27:38.513000+00:00,2021-09-12 01:27:38.513000+00:00,1378
CJC-2021-222,58,2521,1668,Arctic Lyre Crab/Lesser toad crab (2521) from Set 58 (CJC-2021-222),1,0.442,True,2021-09-12 01:42:10.108000+00:00,2021-09-12 01:42:10.108000+00:00,1407
CJC-2021-222,58,2526,1669,Snow crab (2526) from Set 58 (CJC-2021-222),1,1.386,True,2021-09-12 01:42:23.391000+00:00,2021-09-12 01:42:23.391000+00:00,1408
CJC-2021-222,58,2527,1658,Atlantic lyre crab/Greater toad crab (2527) from Set 58 (CJC-2021-222),1,0.004,True,2021-09-12 01:37:06.457000+00:00,2021-09-12 01:37:06.457000+00:00,1397
CJC-2021-222,58,4316,1670,Astarte unidentified (4316) from Set 58 (CJC-2021-222),1,0.014,False,2021-09-12 01:43:53.924000+00:00,2021-09-12 01:43:53.924000+00:00,1409
CJC-2021-222,58,4348,1633,Mollusc unidentified empty (4348) from Set 58 (CJC-2021-222),1,0.014,False,2021-09-12 01:25:55.048000+00:00,2021-09-12 01:26:19.544000+00:00,1374
CJC-2021-222,58,4400,1653,Sea slug unidentified (4400) from Set 58 (CJC-2021-222),1,0.008,False,2021-09-12 01:33:50.353000+00:00,2021-09-12 01:33:50.353000+00:00,1392
CJC-2021-222,58,6110,1655,Asterias unidentified (6110) from Set 58 (CJC-2021-222),1,0.052,False,2021-09-12 01:35:55.936000+00:00,2021-09-12 01:35:55.936000+00:00,1394
CJC-2021-222,58,6118,1652,Blood star unidentified (6118) from Set 58 (CJC-2021-222),1,0.117,False,2021-09-12 01:33:13.990000+00:00,2021-09-12 01:35:09.350000+00:00,1391
CJC-2021-222,58,6123,1640,Red spiny sunstar (6123) from Set 58 (CJC-2021-222),1,1.108,False,2021-09-12 01:28:06.878000+00:00,2021-09-12 01:28:06.878000+00:00,1379
CJC-2021-222,58,6211,1650,Daisy brittle star (6211) from Set 58 (CJC-2021-222),1,0.01,False,2021-09-12 01:31:53.849000+00:00,2021-09-12 01:40:04.250000+00:00,1389
CJC-2021-222,58,6400,1667,Sea urchin unidentified (6400) from Set 58 (CJC-2021-222),1,0.722,False,2021-09-12 01:41:44.421000+00:00,2021-09-12 01:41:44.421000+00:00,1406
CJC-2021-222,58,8300,1645,Anthozoa unidentified (8300) from Set 58 (CJC-2021-222),1,0.08,False,2021-09-12 01:29:41.352000+00:00,2021-09-12 01:29:41.353000+00:00,1384
CJC-2021-222,58,8336,1649,Dead man's fingers (8336) from Set 58 (CJC-2021-222),1,0.022,False,2021-09-12 01:31:18.805000+00:00,2021-09-12 01:31:18.805000+00:00,1388
CJC-2021-222,58,8500,1638,Jellyfish unidentified (8500) from Set 58 (CJC-2021-222),1,1.984,False,2021-09-12 01:27:28.121000+00:00,2021-09-12 01:27:28.121000+00:00,1377
CJC-2021-222,58,8600,1648,Sponge unidentified (8600) from Set 58 (CJC-2021-222),1,0.878,False,2021-09-12 01:30:40.975000+00:00,2021-09-12 01:30:40.975000+00:00,1387
CJC-2021-222,58,9300,1641,Seaweed/Algae/Kelp unidentified (9300) from Set 58 (CJC-2021-222),1,0.104,False,2021-09-12 01:28:21.759000+00:00,2021-09-12 01:28:21.759000+00:00,1380
CJC-2021-222,58,9630,1642,Organic debris (9630) from Set 58 (CJC-2021-222),1,0.078,False,2021-09-12 01:28:34.221000+00:00,2021-09-12 01:28:34.222000+00:00,1381
CJC-2021-222,60,10,1674,Atlantic cod (10) from Set 60 (CJC-2021-222),1,6.88,True,2021-09-12 06:11:39.222000+00:00,2021-09-12 06:11:39.222000+00:00,1413
CJC-2021-222,60,40,1676,American plaice (40) from Set 60 (CJC-2021-222),1,8.5,True,2021-09-12 06:12:23.566000+00:00,2021-09-12 06:12:23.566000+00:00,1415
CJC-2021-222,60,40,1677,American plaice (40) from Set 60 (CJC-2021-222),1,1.93,True,2021-09-12 06:12:32.350000+00:00,2021-09-12 06:12:32.350000+00:00,1415
CJC-2021-222,60,40,1678,American plaice (40) from Set 60 (CJC-2021-222),1,8.33,False,2021-09-12 06:12:41.784000+00:00,2021-09-12 06:12:41.785000+00:00,1415
CJC-2021-222,60,40,1679,American plaice (40) from Set 60 (CJC-2021-222),1,10.9,False,2021-09-12 06:12:50.996000+00:00,2021-09-12 06:12:50.996000+00:00,1415
CJC-2021-222,60,40,1680,American plaice (40) from Set 60 (CJC-2021-222),1,13.76,False,2021-09-12 06:13:00.730000+00:00,2021-09-12 06:13:00.730000+00:00,1415
CJC-2021-222,60,40,1681,American plaice (40) from Set 60 (CJC-2021-222),1,6.42,False,2021-09-12 06:13:08.973000+00:00,2021-09-12 06:13:40.991000+00:00,1415
CJC-2021-222,60,42,1688,Yellowtail flounder (42) from Set 60 (CJC-2021-222),1,0.122,True,2021-09-12 06:19:42.961000+00:00,2021-09-12 06:19:42.961000+00:00,1422
CJC-2021-222,60,43,1683,Winter flounder (43) from Set 60 (CJC-2021-222),1,0.328,True,2021-09-12 06:18:22.064000+00:00,2021-09-12 06:18:22.064000+00:00,1417
CJC-2021-222,60,64,1710,Capelin (64) from Set 60 (CJC-2021-222),1,0.81,True,2021-09-12 06:29:49.066000+00:00,2021-09-12 06:29:49.066000+00:00,1441
CJC-2021-222,60,64,1711,Capelin (64) from Set 60 (CJC-2021-222),1,0.62,True,2021-09-12 06:29:59.328000+00:00,2021-09-12 06:54:50.952000+00:00,1441
CJC-2021-222,60,251,1716,Gadidae unidentified (251) from Set 60 (CJC-2021-222),1,0.7705,True,2021-09-12 06:33:23.172000+00:00,2021-09-12 07:17:53.691000+00:00,1445
CJC-2021-222,60,251,1717,Gadidae unidentified (251) from Set 60 (CJC-2021-222),1,0.202,False,2021-09-12 06:33:30.612000+00:00,2021-09-12 06:33:30.613000+00:00,1445
CJC-2021-222,60,251,1718,Gadidae unidentified (251) from Set 60 (CJC-2021-222),1,0.354,False,2021-09-12 06:33:36.632000+00:00,2021-09-12 06:33:36.632000+00:00,1445
CJC-2021-222,60,300,1696,Longhorn sculpin (300) from Set 60 (CJC-2021-222),1,0.0635,True,2021-09-12 06:24:04.460000+00:00,2021-09-12 06:24:04.460000+00:00,1430
CJC-2021-222,60,301,1686,Shorthorn sculpin (301) from Set 60 (CJC-2021-222),1,1.972,True,2021-09-12 06:19:12.385000+00:00,2021-09-12 06:19:12.385000+00:00,1420
CJC-2021-222,60,302,1689,Arctic staghorn sculpin (302) from Set 60 (CJC-2021-222),1,2.256,True,2021-09-12 06:20:03.353000+00:00,2021-09-12 06:20:03.353000+00:00,1423
CJC-2021-222,60,302,1724,Arctic staghorn sculpin (302) from Set 60 (CJC-2021-222),1,0.1135,True,2021-09-12 07:11:56.191000+00:00,2021-09-12 07:11:56.191000+00:00,1423
CJC-2021-222,60,304,1692,Moustache sculpin (304) from Set 60 (CJC-2021-222),1,0.346,True,2021-09-12 06:20:59.898000+00:00,2021-09-12 07:09:36.289000+00:00,1426
CJC-2021-222,60,340,1700,Alligatorfish (340) from Set 60 (CJC-2021-222),1,0.342,True,2021-09-12 06:25:07.541000+00:00,2021-09-12 06:25:07.541000+00:00,1434
CJC-2021-222,60,340,1701,Alligatorfish (340) from Set 60 (CJC-2021-222),1,0.118,False,2021-09-12 06:25:13.260000+00:00,2021-09-12 06:25:28.511000+00:00,1434
CJC-2021-222,60,340,1702,Alligatorfish (340) from Set 60 (CJC-2021-222),1,0.352,False,2021-09-12 06:25:25.962000+00:00,2021-09-12 06:25:25.962000+00:00,1434
CJC-2021-222,60,350,1693,Atlantic poacher (350) from Set 60 (CJC-2021-222),1,0.033,True,2021-09-12 06:21:17.263000+00:00,2021-09-12 06:21:17.263000+00:00,1427
CJC-2021-222,60,361,1714,Three-spined stickleback (361) from Set 60 (CJC-2021-222),1,0.001,True,2021-09-12 06:31:19.210000+00:00,2021-09-12 06:31:19.210000+00:00,1443
CJC-2021-222,60,502,1698,Atlantic spiny lumpsucker (502) from Set 60 (CJC-2021-222),1,0.008,True,2021-09-12 06:24:28.385000+00:00,2021-09-12 06:24:28.385000+00:00,1432
CJC-2021-222,60,502,1707,Atlantic spiny lumpsucker (502) from Set 60 (CJC-2021-222),1,0.0215,True,2021-09-12 06:27:11.772000+00:00,2021-09-12 06:27:11.772000+00:00,1432
CJC-2021-222,60,512,1708,Dusky snailfish (512) from Set 60 (CJC-2021-222),1,0.003,True,2021-09-12 06:28:44.493000+00:00,2021-09-12 06:28:44.493000+00:00,1439
CJC-2021-222,60,620,1691,Laval's eelpout (620) from Set 60 (CJC-2021-222),1,1.05,True,2021-09-12 06:20:41.113000+00:00,2021-09-12 06:20:41.113000+00:00,1425
CJC-2021-222,60,622,1694,Snakeblenny (622) from Set 60 (CJC-2021-222),1,0.092,True,2021-09-12 06:23:40.340000+00:00,2021-09-12 06:23:40.340000+00:00,1428
CJC-2021-222,60,623,1695,Daubed shanny (623) from Set 60 (CJC-2021-222),1,0.034,True,2021-09-12 06:23:50.083000+00:00,2021-09-12 06:23:50.083000+00:00,1429
CJC-2021-222,60,626,1697,Fourline snakeblenny (626) from Set 60 (CJC-2021-222),1,0.085,True,2021-09-12 06:24:15.533000+00:00,2021-09-12 06:24:15.533000+00:00,1431
CJC-2021-222,60,1823,1704,Sea potato (1823) from Set 60 (CJC-2021-222),1,0.1245,False,2021-09-12 06:26:26.692000+00:00,2021-09-12 06:26:26.692000+00:00,1436
CJC-2021-222,60,2100,1673,Decapod unidentified (2100) from Set 60 (CJC-2021-222),1,18.58,False,2021-09-12 06:10:51.944000+00:00,2021-09-12 06:10:51.944000+00:00,1412
CJC-2021-222,60,2521,1682,Arctic Lyre Crab/Lesser toad crab (2521) from Set 60 (CJC-2021-222),1,0.003,True,2021-09-12 06:18:11.642000+00:00,2021-09-12 06:18:11.642000+00:00,1416
CJC-2021-222,60,2521,1723,Arctic Lyre Crab/Lesser toad crab (2521) from Set 60 (CJC-2021-222),1,0.027,True,2021-09-12 06:40:08.009000+00:00,2021-09-12 06:40:08.009000+00:00,1416
CJC-2021-222,60,2526,1675,Snow crab (2526) from Set 60 (CJC-2021-222),1,13.52,True,2021-09-12 06:12:07.441000+00:00,2021-09-12 06:12:07.441000+00:00,1414
CJC-2021-222,60,2526,1713,Snow crab (2526) from Set 60 (CJC-2021-222),1,0.0095,True,2021-09-12 06:30:48.345000+00:00,2021-09-12 06:30:48.345000+00:00,1414
CJC-2021-222,60,2833,1722,Anonyx unidentified (2833) from Set 60 (CJC-2021-222),1,0.0006,False,2021-09-12 06:36:26.365000+00:00,2021-09-12 06:36:26.365000+00:00,1450
CJC-2021-222,60,3100,1684,Bristle worm unidentified (3100) from Set 60 (CJC-2021-222),1,0.002,False,2021-09-12 06:18:50.482000+00:00,2021-09-12 06:18:50.482000+00:00,1418
CJC-2021-222,60,4228,1715,Colus unidentified (4228) from Set 60 (CJC-2021-222),1,0.0415,False,2021-09-12 06:33:15.321000+00:00,2021-09-12 06:33:15.321000+00:00,1444
CJC-2021-222,60,4348,1706,Mollusc unidentified empty (4348) from Set 60 (CJC-2021-222),1,0.148,False,2021-09-12 06:26:41.511000+00:00,2021-09-12 06:26:41.511000+00:00,1438
CJC-2021-222,60,4400,1703,Sea slug unidentified (4400) from Set 60 (CJC-2021-222),1,0.009,False,2021-09-12 06:25:59.591000+00:00,2021-09-12 06:25:59.591000+00:00,1435
CJC-2021-222,60,5100,1720,Sea spider unidentified (5100) from Set 60 (CJC-2021-222),1,0.0001,False,2021-09-12 06:35:15.669000+00:00,2021-09-12 06:35:15.670000+00:00,1448
CJC-2021-222,60,6119,1712,Fat blood star (6119) from Set 60 (CJC-2021-222),1,0.016,False,2021-09-12 06:30:31.706000+00:00,2021-09-12 06:30:31.706000+00:00,1442
CJC-2021-222,60,6123,1690,Red spiny sunstar (6123) from Set 60 (CJC-2021-222),1,0.684,False,2021-09-12 06:20:19.570000+00:00,2021-09-12 06:20:19.570000+00:00,1424
CJC-2021-222,60,6300,1687,Basket star unidentified (6300) from Set 60 (CJC-2021-222),1,0.39,False,2021-09-12 06:19:19.325000+00:00,2021-09-12 06:19:19.325000+00:00,1421
